,evaluation,0
4139,老实说挺不错的！就是物流太慢了。都申请退货才来,正面
2433,开机有点慢，其他没发现什么问题。,负面
1332,一直看好京东，物流很快,正面
3108,大家买之前还是问清再买吧，太坑了，买回来才知道安装还要收费，而且贵的离谱！,正面
1493,速度快,负面
3142,买来用的卫星锅，一般般，不清楚，色彩有点艳丽，问客服客服说就这样。,正面
1393,好用实惠，快递哥很给力，辛苦了！我一直用这个牌子！,负面
2067,第二台微鲸，漏光没大家说的那么严重，坏点粗略看了下没有！就是屏幕下方中间有一异物，估计是塑料件的毛刺！影响不大懒的换了！曲面看起来并没有啥特的感觉！还有就是会员略坑，当初199，现在299！还多了个钻石会员！总体满意吧！,负面
3104,"#喝雪碧赢微鲸,大屏赢不停#骗子公司，电视根本不发货！@雪碧 @微鲸 @微鲸电视",负面
3665,屏幕感觉不错，很清，但是边角位置有点灰边的感觉，开机速度有点慢，虽然没有广告。总体还是不错的，3588也算值了,负面
1432,宝贝收到了，物流超快，安装很好，超值。,正面
2689,这个总开关在电视机的右下角，不能用遥控器关，这点不是很好。语音点播功能试了下还不错，挺精准。看户外节目是感觉画质不是很清晰，颜色有点艳，其他暂时还没发现什么，价格很便宜，希望质量能有保证,负面
749,很满意下次再买还会再来的。,正面
750,风行电视，画质清晰，智能化多功能，适合年轻人～ 2017-12-23 11:12:43 追加： 界面简洁，实用性强～,负面
335,感觉还好，晚上下单，隔天就送到了！,正面
2815,做工只能说一般般，画质没有其它电视对比，看着还行吧！系统流畅，功能也比较人性化，安装软件什么的都很方便，遥控语音功能还是很实用的，而且开机没有广告。,负面
2094,挺好的。送的东西很全。就是膨胀螺丝塑料的不好,负面
3349,喇叭太差劲，有点小卡，界面不是很友好，与泰捷盒子差太远了，但播放效果色彩不错，漏光较多,负面
2079,很好！就是大螺丝套质量差，锤子一敲碎了！,负面
1122,这个价钱算比较值了，毕竟49寸，暂时用没有任何问题。自己买了挂架自己装好，性价比比较高,正面
1561,39寸，对于小房子来说也还可以。安装+挂架80，安装师傅很好，上午送的电视，下午厂家就来安装了。,负面
3990,包装完好严实，两天送达，物流超快。开机要三钟以上，烦。图像清晰，语音识别度很高。秒杀，多少秒啊，害得我9日凌晨起来秒，谁知24小时还没秒完500台。第二天还接着又是秒杀日。感觉心塞。早知这样，我就安心睡觉到天亮。,负面
3541,卖家超级无敌赞的 电视也不错 送货拖延了点时间也立马解决掉 无限好评！,负面
3178,"安装费太贵,电视竟然只有8G有点垃圾、后期肯定卡",负面
3918,以前没听说过微鲸电视，没了解过这个品牌，感觉价格合适就下单了，果然没让我失望，音响挺棒的，屏幕高清，4K看起来很过瘾。 最不满意的是，电视机不是超薄的，还有一点讨厌的是屏幕出现过几次忽明忽暗，不知道怎么回事，如果再出现这种情况，我就报修了，总体给好评,负面
173,电视到了，很不错，安装很方便。但是送儿童会员月卡还没送，客服说到时会发短信给我,正面
157,双12买的电视～发货速度很快～第二天就送到家里了～当时打电话安装师傅很快就到了～外观很漂亮～图像清楚！关键是前期服务确实不错～,负面
2321,亲们注意啦不要在被骗了，买电视的时候服务对你是真的好，电视遇到问题他们就一个推一个，或者就是400电话他们什么都不管，态度超级差，服务也差根本没有后期的服务。在他们买了3个了而且掉价太快对我们根本买家太不公平，这次发过来的电话屏坏了还要强行让我们收货才给换。收货以后要等10-15天时间太坑了一个小品牌既然这样大家注意啊深有体会。,负面
2338,电视机挺好用 还可以放大图像 可下载直播 就是没有电源开关 赠送的会员基本用不上,负面
2841,用了段时间了，很不错，就是现在又降价200，很尴尬，电视用着很流畅，2g的运行内存不是盖的，视频源还是挺多的，就算有的看不了还可以下载其他视频软件看，内存大16g，不怕下载满，电视的音质中规中矩，不过可以外接家庭影院，接口还是很丰富的，usb3.0插上我的usb3.0的u盘，下载点ts版的电影，速度快，电视画质真好，色泽好，动态表现的帧数也可以，外观可以，很不错。,负面
2239,哪儿都好，安装太坑人,负面
2826,电视真的很好，显示清晰，看电影也很快，不卡，问题是刚买就降价，当时工作太忙忘了申请价保。这点很不愉快。,正面
1702,非常满意的一次购物。跟产品介绍的一样，功能强大，智能电视 ，画面清晰度很好，看着就是种享受。不多说了，看电视去。,正面
1427,飞利浦大品牌而且价革特别亲民声音特别好,正面
3521,一直很喜欢微鲸电视，这次给小朋友的卧室买了一台43寸的。京东618活动非常给力，价格便宜，量又足。我没想到现在的电视机非常的轻，只有八公斤，太方便了。不过页面上，之前问客服说下单之后有挂架送的，问了送配的人员，他们说可能是分开送的。我也不知道到底他们还送不送了，心里好难过。这款电视机原配的遥控器是红外遥控器，不带语音搜索功能比较不方便。客服说晒单有送蓝牙遥控器，希望早点能够收到，蓝牙遥控器怎样给小朋友使用的话就非常方便了。页面说话，618活动还送手环，希望能够早日收到手环,正面
2409,电视很好，清晰度高。速度快。价格便宜。操作方便容易上手。就是开机有点慢。期待质量很好。,正面
596,性价比高，对比过其它才买的，不错非常好，物流也快,正面
166,大品牌 防静电包装 值得信赖！,负面
916,949买的32寸电视，性价比很高了，老人自己之前买个电视，还是先锋的，32寸，还要1200，坏了没有售后，只能找guo美还是su·宁的售后，上门就50，还不管修理费，果断换新的，相信小米售后能强很多。,负面
2869,去年618买了一台小钢炮，用的挺好的。前几天屏幕摔坏了，等不到618买了台海尔的模卡智能电视，竟然是webos系统，没有支持的软件，天啊，这也叫智能？果断退货。等了三天，808早上，也就是昨天早晨零点，又抢购了一台维鲸小钢炮，今年竟然比去年贵了1000块钱。当天下午竟然就送到了而且安装好就用了。用了一年维鲸小钢炮，还是习惯了它。手机连接电视，软件安装，各种安卓直播软件想用就用。一如既往的支持。,负面
3376,物流很快 开箱验货也不错 就是赠品发的有点慢 还没到,负面
1475,京东购物快递一直很快，这次也一样，电视上门安装师傅也挺好，目前还没用，用后追评,正面
4195,很垃圾，买了两台电视，账号不能通用，如果送的会员到期，到时候还要买两个会员，一个会员只能用一台电视。我靠。屏幕偏暗。后悔中。。。。,负面
311,很不错的一款商品，很满意,正面
546,买给老妈看的，老妈说很漂亮，老人喜欢就好,正面
3690,之前对微鲸不了解，京东6.18才知晓这个品牌，经过反复比较，选择了微鲸。下单后一直忐忑，总是各种担心。送货师傅主动开机试机，安装师傅及时上门安装，整个过程十分顺利！现在感觉很满意，很开心，选择微鲸没有错。 只是新房子暂时没有安装宽带，也没有有线电视，只能移动硬盘拷贝电影过来看。没联网好像语音功能也不能使用。更多功能只能等待安装宽带后再体验了~~~,负面
2441,试看了一晚，视频资源很给力，但系统不太好，开机太慢，？,负面
968,给家里买的，不错,正面
4094,很好，非常不错的电视。完美屏，除了界面不能把自己下的应用放到最上面。建议改进系统。,负面
3372,画质清晰，外观整天比较满意，只是这物流真的超级慢，好慢啊好慢啊！,正面
2273,电视一般，现在还没有出现问题,负面
